product_id,avg_sentiment,sentiment,sentiment_score
B0B21XL94T,0.9829,Positive,0.9829
B009VCGPSY,0.9829,Positive,0.9829
B0BCZCQTJX,0.9828,Positive,0.9828
B0123P3PWE,0.9827,Positive,0.9827
B0B3MQXNFB,0.9827,Positive,0.9827
B08N1WL9XW,0.9827,Positive,0.9827
B08P9RYPLR,0.9827,Positive,0.9827
B08VB34KJ1,0.9827,Positive,0.9827
B07GPXXNNG,0.9827,Positive,0.9827
B07GQD4K6L,0.9827,Positive,0.9827
B08VB2CMR3,0.9827,Positive,0.9827
B0B3N8VG24,0.9827,Positive,0.9827
B0756KCV5K,0.9827,Positive,0.9827
B071Z8M4KX,0.9827,Positive,0.9827
B09VKWGZD7,0.9827,Positive,0.9827
B01MQZ7J8K,0.9827,Positive,0.9827
B09NHVCHS9,0.9827,Positive,0.9827
B09NL4DJ2Z,0.9827,Positive,0.9827
B09NJN8L25,0.9827,Positive,0.9827
B09NKZXMWJ,0.9827,Positive,0.9827
B08W9BK4MD,0.9826,Positive,0.9826
B075S9FVRY,0.9826,Positive,0.9826
B01IBRHE3E,0.9825,Positive,0.9825
B09XB1R2F3,0.9825,Positive,0.9825
B094YFFSMY,0.9825,Positive,0.9825
B00NH12R1O,0.9825,Positive,0.9825
B09PLFJ7ZW,0.9825,Positive,0.9825
B09P18XVW6,0.9825,Positive,0.9825
B07YL54NVJ,0.9824,Positive,0.9824
B07CWNJLPC,0.9823,Positive,0.9823
B07CWDX49D,0.9823,Positive,0.9823
B07L5L4GTB,0.9821,Positive,0.9821
B00P93X6EK,0.982,Positive,0.982
B00NNQMYNE,0.9819,Positive,0.9819
B08YK7BBD2,0.9819,Positive,0.9819
B09FFK1PQG,0.9818,Positive,0.9818
B09MY4W73Q,0.9818,Positive,0.9818
B07WDK3ZS6,0.9818,Positive,0.9818
B07WJV6P1R,0.9818,Positive,0.9818
B07WGPKTS4,0.9818,Positive,0.9818
B07WGPKMP5,0.9818,Positive,0.9818
B07WHQWXL7,0.9818,Positive,0.9818
B07WDKLRM4,0.9818,Positive,0.9818
B0B8SSZ76F,0.9817,Positive,0.9817
B08KRMK9LZ,0.9817,Positive,0.9817
B08L879JSN,0.9815,Positive,0.9815
B09MMD1FDN,0.9815,Positive,0.9815
B098LCVYPW,0.9815,Positive,0.9815
B0977CGNJJ,0.9814,Positive,0.9814
B0B7DHSKS7,0.9813,Positive,0.9813
B07ZJND9B9,0.9813,Positive,0.9813
B09NTHQRW3,0.9812,Positive,0.9812
B07MP21WJD,0.9811,Positive,0.9811
B0B5KZ3C53,0.9811,Positive,0.9811
B096YCN3SD,0.981,Positive,0.981
B0BM9H2NY9,0.981,Positive,0.981
B0B86CDHL1,0.981,Positive,0.981
B00A328ENA,0.981,Positive,0.981
B0BP18W8TM,0.9809,Positive,0.9809
B0718ZN31Q,0.9809,Positive,0.9809
B00YQLG7GK,0.9809,Positive,0.9809
B082T6GXS5,0.9808,Positive,0.9808
B097RN7BBK,0.9808,Positive,0.9808
B09M869Z5V,0.9808,Positive,0.9808
B09JN37WBX,0.9807,Positive,0.9807
B0B54Y2SNX,0.9807,Positive,0.9807
B084MZYBTV,0.9807,Positive,0.9807
B01EY310UM,0.9806,Positive,0.9806
B08CFJBZRK,0.9806,Positive,0.9806
B08C7TYHPB,0.9806,Positive,0.9806
B07L9FW9GF,0.9806,Positive,0.9806
B08MTLLSL8,0.9803,Positive,0.9803
B09ND94ZRG,0.9803,Positive,0.9803
B01MUAUOCX,0.9802,Positive,0.9802
B09Z28BQZT,0.9802,Positive,0.9802
B08W56G1K9,0.9802,Positive,0.9802
B01C8P29T4,0.9801,Positive,0.9801
B09L8DT7D6,0.9801,Positive,0.9801
B07KCMR8D6,0.98,Positive,0.98
B09RF2QXGX,0.98,Positive,0.98
B008LN8KDM,0.98,Positive,0.98
B08Y1SJVV5,0.97635,Positive,0.98
B08Y1TFSP6,0.9751333333333333,Positive,0.98
B0BNDD9TN6,0.9799,Positive,0.9799
B01MRARGBW,0.9799,Positive,0.9799
B086199CWG,0.9799,Positive,0.9799
B07B5XJ572,0.9799,Positive,0.9799
B0B2C5MJN6,0.9798,Positive,0.9798
B0BD92GDQH,0.9797,Positive,0.9797
B0BNQMF152,0.9797,Positive,0.9797
B092JHPL72,0.9797,Positive,0.9797
B09V2Q4QVQ,0.9796,Positive,0.9796
B08RZ5K9YH,0.9796,Positive,0.9796
B09YDFDVNS,0.9796,Positive,0.9796
B09YDFKJF8,0.9796,Positive,0.9796
B09V2PZDX8,0.9796,Positive,0.9796
B09ZDVL7L8,0.9795,Positive,0.9795
B081FG1QYX,0.9794,Positive,0.9794
B081FJWN52,0.9794,Positive,0.9794
B012MQS060,0.9793,Positive,0.9793
B09CTWFV5W,0.9793,Positive,0.9793
B0832W3B7Q,0.9793,Positive,0.9793
B08H6CZSHT,0.9792,Positive,0.9792
B0116MIKKC,0.9791,Positive,0.9791
B09T3H12GV,0.9791,Positive,0.9791
B08D6RCM3Q,0.979,Positive,0.979
B0BR4F878Q,0.9789,Positive,0.9789
B08S74GTBT,0.9789,Positive,0.9789
B07ZKD8T1Q,0.9789,Positive,0.9789
B08VGM3YMF,0.9788,Positive,0.9788
B0B8CB7MHW,0.9787,Positive,0.9787
B08JD36C6H,0.9787,Positive,0.9787
B07KKJPTWB,0.9786,Positive,0.9786
B0B2CZTCL2,0.9786,Positive,0.9786
B06XDKWLJH,0.9786,Positive,0.9786
B01M69WCZ6,0.9785,Positive,0.9785
B0B694PXQJ,0.9782,Positive,0.9782
B08CYNJ5KY,0.9781,Positive,0.9781
B0747VDH9L,0.978,Positive,0.978
B07TMCXRFV,0.9779,Positive,0.9779
B00TI8E7BI,0.9779,Positive,0.9779
B081B1JL35,0.9778,Positive,0.9778
B0187F2IOK,0.9777,Positive,0.9777
B009P2LITG,0.9777,Positive,0.9777
B09GFPVD9Y,0.9775,Positive,0.9775
B09GFLXVH9,0.9775,Positive,0.9775
B09GFM8CGS,0.9775,Positive,0.9775
B09GFPN6TP,0.9775,Positive,0.9775
B00F159RIK,0.9774,Positive,0.9774
B0BP7XLX48,0.9774,Positive,0.9774
B09NNJ9WYM,0.9773,Positive,0.9773
B0B3X2BY3M,0.9773,Positive,0.9773
B0BBWJFK5C,0.9772,Positive,0.9772
B099Z83VRC,0.9772,Positive,0.9772
B08S6RKT4L,0.9772,Positive,0.9772
B095244Q22,0.977,Positive,0.977
B00LY12TH6,0.9769,Positive,0.9769
B07BKSSDR2,0.9767,Positive,0.9767
B00ZYLMQH0,0.9766,Positive,0.9766
B00GZLB57U,0.9766,Positive,0.9766
B086Q3QMFS,0.9765,Positive,0.9765
B09HN7LD5L,0.9765,Positive,0.9765
B00VA7YYUO,0.9765,Positive,0.9765
B00UGZWM2I,0.9763,Positive,0.9763
B00A7PLVU6,0.9763,Positive,0.9763
B0B97D658R,0.9763,Positive,0.9763
B0758F7KK7,0.9763,Positive,0.9763
B08QJJCY2Q,0.9763,Positive,0.9763
B01KCSGBU2,0.9763,Positive,0.9763
B08QW937WV,0.9761,Positive,0.9761
B08WJ86PV2,0.976,Positive,0.976
B01KK0HU3Y,0.976,Positive,0.976
B0162K34H2,0.976,Positive,0.976
B00K57MR22,0.976,Positive,0.976
B089BDBDGM,0.9757,Positive,0.9757
B00LHZW3XY,0.9757,Positive,0.9757
B0BHNHMR3H,0.9756,Positive,0.9756
B08SBH499M,0.9755,Positive,0.9755
B08QX1CC14,0.9755,Positive,0.9755
B0746N6WML,0.9753,Positive,0.9753
B08VS3YLRK,0.9753,Positive,0.9753
B06Y36JKC3,0.9753,Positive,0.9753
B07T5DKR5D,0.9753,Positive,0.9753
B07VX71FZP,0.9753,Positive,0.9753
B00MFPCY5C,0.9752,Positive,0.9752
B08WWKM5HQ,0.9751,Positive,0.9751
B082ZQ4479,0.975,Positive,0.975
B097ZQTDVZ,0.9749,Positive,0.9749
B0B3DV7S9B,0.9749,Positive,0.9749
B00NM6MO26,0.9746,Positive,0.9746
B0BMTZ4T1D,0.9744,Positive,0.9744
B00HZIOGXW,0.9743,Positive,0.9743
B08PKBMJKS,0.9742,Positive,0.9742
B08XNL93PL,0.9741,Positive,0.9741
B0B3XY5YT4,0.9741,Positive,0.9741
B0B3XXSB1K,0.9741,Positive,0.9741
B01GGKZ4NU,0.9741,Positive,0.9741
B01GGKZ0V6,0.9741,Positive,0.9741
B07R679HTT,0.9741,Positive,0.9741
B07YCBSCYB,0.9741,Positive,0.9741
B08H6B3G96,0.974,Positive,0.974
B01J1CFO5I,0.974,Positive,0.974
B07TC9F7PN,0.9738,Positive,0.9738
B09163Q5CD,0.9738,Positive,0.9738
B08L12N5H1,0.9737,Positive,0.9737
B013B2WGT6,0.9737,Positive,0.9737
B00GG59HU2,0.9736,Positive,0.9736
B09C6H53KH,0.9736,Positive,0.9736
B0B2DD8BQ8,0.9736,Positive,0.9736
B08YDFX7Y1,0.9735,Positive,0.9735
B09YLYB9PB,0.9734,Positive,0.9734
B09YLX91QR,0.9734,Positive,0.9734
B09YLXYP7Y,0.9734000000000002,Positive,0.9734
B0981XSZJ7,0.9734,Positive,0.9734
B094JB13XL,0.9734,Positive,0.9734
B07SY4C3TD,0.9734,Positive,0.9734
B09BNXQ6BR,0.9734,Positive,0.9734
B09RFC46VP,0.9733,Positive,0.9733
B08Y55LPBF,0.9733,Positive,0.9733
B09F9YQQ7B,0.9733,Positive,0.9733
B084DTMYWK,0.9733,Positive,0.9733
B015ZXUDD0,0.9729,Positive,0.9729
B005LJQMCK,0.9729,Positive,0.9729
B00LZLQ624,0.9729,Positive,0.9729
B005LJQMZC,0.9729,Positive,0.9729
B002PD61Y4,0.9728,Positive,0.9728
B0B8XNPQPN,0.9728,Positive,0.9728
B08Y5KXR6Z,0.9727,Positive,0.9727
B09M8888DM,0.9727,Positive,0.9727
B08RX8G496,0.9726,Positive,0.9726
B086JTMRYL,0.9725,Positive,0.9725
B01HGCLUH6,0.9723,Positive,0.9723
B07NCKMXVZ,0.9722,Positive,0.9722
B09X5C9VLK,0.9722,Positive,0.9722
B07V82W5CN,0.9721,Positive,0.9721
B07YNHCW6N,0.972,Positive,0.972
B01N6IJG0F,0.9719,Positive,0.9719
B09HCH3JZG,0.9719,Positive,0.9719
B0BFWGBX61,0.9716,Positive,0.9716
B0814ZY6FP,0.9715,Positive,0.9715
B07FJNNZCJ,0.9714,Positive,0.9714
B00LP9RFSU,0.9714,Positive,0.9714
B09VT6JKRP,0.9714,Positive,0.9714
B099FDW2ZF,0.9711,Positive,0.9711
B071VNHMX2,0.9711,Positive,0.9711
B08CYPB15D,0.9711,Positive,0.9711
B09XRBJ94N,0.9708,Positive,0.9708
B08MTCKDYN,0.9707,Positive,0.9707
B09HV71RL1,0.9707,Positive,0.9707
B08CHKQ8D4,0.9707,Positive,0.9707
B07WMS7TWB,0.9705,Positive,0.9705
B0083T231O,0.9704,Positive,0.9704
B08PZ6HZLT,0.97,Positive,0.97
B07MDRGHWQ,0.9699,Positive,0.9699
B07MKFNHKG,0.9699,Positive,0.9699
B08WRKSF9D,0.9698,Positive,0.9698
B0BN2576GQ,0.9698,Positive,0.9698
B07RX14W1Q,0.9696,Positive,0.9696
B00O24PUO6,0.9696,Positive,0.9696
B00935MGHS,0.9695,Positive,0.9695
B093ZNQZ2Y,0.9694,Positive,0.9694
B09F6KL23R,0.9694,Positive,0.9694
B09P182Z2H,0.9694,Positive,0.9694
B0BP89YBC1,0.9693,Positive,0.9693
B09JKNF147,0.9692,Positive,0.9692
B07S9M8YTY,0.9691,Positive,0.9691
B014SZO90Y,0.969,Positive,0.969
B094DQWV9B,0.9689,Positive,0.9689
B0BDZWMGZ1,0.9686,Positive,0.9686
B07NRTCDS5,0.9686,Positive,0.9686
B08DCVRW98,0.9686,Positive,0.9686
B095X38CJS,0.9684,Positive,0.9684
B0B935YNR7,0.9684,Positive,0.9684
B009P2LIL4,0.9682,Positive,0.9682
B09MFR93KS,0.9682,Positive,0.9682
B07WG8PDCW,0.968,Positive,0.968
B076VQS87V,0.968,Positive,0.968
B0BBW521YC,0.968,Positive,0.968
B098JYT4SY,0.968,Positive,0.968
B009LJ2BXA,0.9679,Positive,0.9679
B00OFM6PEO,0.9676,Positive,0.9676
B07DJ5KYDZ,0.9675,Positive,0.9675
B09LMMFW3S,0.9675,Positive,0.9675
B08PSQRW2T,0.9673,Positive,0.9673
B08PSVBB2X,0.9673,Positive,0.9673
B07JPX9CR7,0.9671,Positive,0.9671
B09WF4Q7B3,0.9671,Positive,0.9671
B003L62T7W,0.9671,Positive,0.9671
B086X18Q71,0.9668,Positive,0.9668
B09P1MFKG1,0.9667,Positive,0.9667
B0B1NX6JTN,0.9666,Positive,0.9666
B09NNGHG22,0.9665,Positive,0.9665
B08MV82R99,0.9663,Positive,0.9663
B083P71WKK,0.9663,Positive,0.9663
B01HJI0FS2,0.9662,Positive,0.9662
B0765B3TH7,0.9661,Positive,0.9661
B07966M8XH,0.966,Positive,0.966
B01F7B2JCI,0.966,Positive,0.966
B09RKFBCV7,0.9659,Positive,0.9659
B08QHLXWV3,0.9657,Positive,0.9657
B00H47GVGY,0.9657,Positive,0.9657
B008YW3CYM,0.9656,Positive,0.9656
B01LWYDEQ7,0.9656,Positive,0.9656
B016XVRKZM,0.9655,Positive,0.9655
B0BBMPH39N,0.9654,Positive,0.9654
B097R2V1W8,0.9654,Positive,0.9654
B07SPVMSC6,0.965,Positive,0.965
B08CT62BM1,0.965,Positive,0.965
B08CTNJ985,0.965,Positive,0.965
B08HLC7Z3G,0.9643,Positive,0.9643
B075K76YW1,0.9643,Positive,0.9643
B09FPP3R1D,0.9643,Positive,0.9643
B0B1F6GQPS,0.9642,Positive,0.9642
B075ZTJ9XR,0.9641,Positive,0.9641
B09GYBZPHF,0.9639,Positive,0.9639
B07H8W9PB6,0.9638,Positive,0.9638
B0073QGKAS,0.9636,Positive,0.9636
B09CGLY5CX,0.9633,Positive,0.9633
B08444S68L,0.9631,Positive,0.9631
B08243SKCK,0.963,Positive,0.963
B0BCKJJN8R,0.963,Positive,0.963
B09BW2GP18,0.963,Positive,0.963
B09MT84WV5,0.9601999999999999,Positive,0.9629
B07WDK3ZS2,0.9629,Positive,0.9629
B07WHSJXLF,0.9629,Positive,0.9629
B07WFPMGQQ,0.9629,Positive,0.9629
B081RLM75M,0.9623,Positive,0.9623
B017PDR9N0,0.9621,Positive,0.9621
B08DDRGWTJ,0.9621,Positive,0.9621
B07YTNKVJQ,0.9621,Positive,0.9621
B00NH13Q8W,0.962,Positive,0.962
B00NH11PEY,0.962,Positive,0.962
B006LW0WDQ,0.962,Positive,0.962
B08V9C4B1J,0.961,Positive,0.961
B08NW8GHCJ,0.961,Positive,0.961
B09V175NP7,0.9609,Positive,0.9609
B09V17S2BG,0.9609,Positive,0.9609
B0B8VQ7KDS,0.9607,Positive,0.9607
B09VZBGL1N,0.9606,Positive,0.9606
B09Y14JLP3,0.9606,Positive,0.9606
B00ZRBWPA0,0.9606,Positive,0.9606
B08KDBLMQP,0.9606,Positive,0.9606
B08CDKQ8T6,0.9604,Positive,0.9604
B00LM4X0KU,0.9603,Positive,0.9603
B09NBZ36F7,0.9603,Positive,0.9603
B097JVLW3L,0.9603,Positive,0.9603
B0B2DZ5S6R,0.9602,Positive,0.9602
B085W8CFLH,0.9602,Positive,0.9602
B09N3BFP4M,0.96,Positive,0.96
B09ZK6THRR,0.9594,Positive,0.9594
B08MZNT7GP,0.9594,Positive,0.9594
B09MZCQYHZ,0.9591,Positive,0.9591
B08CKW1KH9,0.9591,Positive,0.9591
B0993BB11X,0.9591,Positive,0.9591
B09X7DY7Q4,0.959,Positive,0.959
B00ABMASXG,0.959,Positive,0.959
B08HD7JQHX,0.9589,Positive,0.9589
B09DSQXCM8,0.9588,Positive,0.9588
B09LRZYBH1,0.9586,Positive,0.9586
B07GXPDLYQ,0.9585,Positive,0.9585
B084MZXJN6,0.9584,Positive,0.9584
B084N1BM9L,0.9584,Positive,0.9584
B00GGGOYEK,0.958,Positive,0.958
B0B61DSF17,0.9578,Positive,0.9578
B09KNMLH4Y,0.9577,Positive,0.9577
B09MT6XSFW,0.9575,Positive,0.9575
B097R25DP7,0.9216,Positive,0.9571
B0971DWFDT,0.9567,Positive,0.9567
B0B61GCHC1,0.9562,Positive,0.9562
B09ZPJT8B2,0.9559,Positive,0.9559
B07QHHCB27,0.9555,Positive,0.9555
B07D8VBYB4,0.9554,Positive,0.9554
B0B2DJDCPX,0.9552,Positive,0.9552
B09LHXNZLR,0.9552,Positive,0.9552
B09NVPSCQT,0.955,Positive,0.955
B09NVPJ3P4,0.955,Positive,0.955
B08WRBG3XW,0.94655,Positive,0.955
B0B2RBP83P,0.955,Positive,0.955
B09PNKXSKF,0.955,Positive,0.955
B00SMFPJG0,0.9547,Positive,0.9547
B01M6453MB,0.9545,Positive,0.9545
B08BG4M4N7,0.9545,Positive,0.9545
B08235JZFB,0.9544,Positive,0.9544
B07HZ2QCGR,0.9544,Positive,0.9544
B0B8ZWNR5T,0.954,Positive,0.954
B09Z6WH2N1,0.954,Positive,0.954
B00KRCBA6E,0.9537,Positive,0.9537
B00B7GKXMG,0.9536,Positive,0.9536
B0BHYLCL19,0.9532,Positive,0.9532
B0BGPN4GGH,0.9531,Positive,0.9531
B08VRMK55F,0.953,Positive,0.953
B07SYYVP69,0.9524,Positive,0.9524
B01LYLJ99X,0.9523,Positive,0.9523
B07T4D9FNY,0.9522,Positive,0.9522
B09TT6BFDX,0.9522,Positive,0.9522
B0BDRVFDKP,0.9521,Positive,0.9521
B08L5HMJVW,0.9521,Positive,0.9521
B08L5FM4JC,0.9521,Positive,0.9521
B0BDYVC5TD,0.9521,Positive,0.9521
B0BDYW3RN3,0.9521,Positive,0.9521
B08BCKN299,0.9519,Positive,0.9519
B08MZQBFLN,0.9517,Positive,0.9517
B0188KPKB2,0.9513,Positive,0.9513
B07YY1BY5B,0.9512,Positive,0.9512
B08HV25BBQ,0.9512,Positive,0.9512
B01DEWVZ2C,0.9512,Positive,0.9512
B07PLHTTB4,0.9512,Positive,0.9512
B01DF26V7A,0.9512,Positive,0.9512
B0B2931FCV,0.9509,Positive,0.9509
B07Z1X6VFC,0.9503,Positive,0.9503
B00LVMTA2A,0.9501,Positive,0.9501
B0841KQR1Z,0.9496,Positive,0.9496
B07DWFX9YS,0.9494,Positive,0.9494
B0994GP1CX,0.9493,Positive,0.9493
B09PNR6F8Q,0.9493,Positive,0.9493
B08TT63N58,0.9492,Positive,0.9492
B0B2X35B1K,0.9489,Positive,0.9489
B07DXRGWDJ,0.9489,Positive,0.9489
B00GE55L22,0.9482,Positive,0.9482
B07W7Z6DVL,0.948,Positive,0.948
B01DGVKBC6,0.9479,Positive,0.9479
B082KVTRW8,0.9477,Positive,0.9477
B09X1M3DHX,0.9473,Positive,0.9473
B07DL1KC3H,0.947,Positive,0.947
B08XXF5V6G,0.9467,Positive,0.9467
B08SCCG9D4,0.9458,Positive,0.9458
B095XCRDQW,0.9457,Positive,0.9457
B09DDCQFMT,0.945,Positive,0.945
B09BW334ML,0.945,Positive,0.945
B08HDCWDXD,0.9448,Positive,0.9448
B00N1U9AJS,0.9446,Positive,0.9446
B09R83SFYV,0.9444,Positive,0.9444
B0836JGZ74,0.9442,Positive,0.9442
B07924P3C5,0.9442,Positive,0.9442
B098QXR9X2,0.9436,Positive,0.9436
B08K36NZSV,0.9434,Positive,0.9434
B09ZPM4C2C,0.9432,Positive,0.9432
B01CS4A5V4,0.9427,Positive,0.9427
B00P93X2H6,0.9427,Positive,0.9427
B0856HNMR7,0.9425,Positive,0.9425
B07DGD4Z4C,0.9423,Positive,0.9423
B09PLD9TCD,0.9417,Positive,0.9417
B09DSXK8JX,0.9417,Positive,0.9417
B09L8DSSFH,0.9414,Positive,0.9414
B09JFR8H3Q,0.9413,Positive,0.9413
B00P0R95EA,0.9413,Positive,0.9413
B09MKG4ZCM,0.9413,Positive,0.9413
B0B2DD66GS,0.9412,Positive,0.9412
B07Y1RCCW5,0.9409,Positive,0.9409
B00LY1FN1K,0.9402,Positive,0.9402
B07ZR4S1G4,0.9402,Positive,0.9402
B005FYNT3G,0.94,Positive,0.94
B07L3NDN24,0.94,Positive,0.94
B087FXHB6J,0.9395,Positive,0.9395
B0814LP6S9,0.9395,Positive,0.9395
B08VF8V79P,0.9392,Positive,0.9392
B08L7J3T31,0.939,Positive,0.939
B08FTFXNNB,0.939,Positive,0.939
B00KIE28X0,0.9381,Positive,0.9381
B07WGMMQGP,0.9377,Positive,0.9377
B07WJWRNVK,0.9377,Positive,0.9377
B07WHQBZLS,0.9377,Positive,0.9377
B00BN5SNF0,0.9374,Positive,0.9374
B00YMJ0OI8,0.9371,Positive,0.9371
B08ZHYNTM1,0.9371,Positive,0.9371
B07PFJ5VQD,0.9368,Positive,0.9368
B07PFJ5W31,0.9368,Positive,0.9368
B07B275VN9,0.9366,Positive,0.9366
B09VPH38JS,0.936,Positive,0.936
B0B4DT8MKT,0.9356,Positive,0.9356
B0BNDRK886,0.9352,Positive,0.9352
B08D9NDZ1Y,0.9349,Positive,0.9349
B07GLS2563,0.9347,Positive,0.9347
B09ZPL5VYM,0.9346,Positive,0.9346
B08XMSKKMM,0.9343,Positive,0.9343
B0BBMGLQDW,0.9337,Positive,0.9337
B0B3G5XZN5,0.9332,Positive,0.9332
B00H3H03Q4,0.9325,Positive,0.9325
B07H1S7XW8,0.9319,Positive,0.9319
B07J2BQZD6,0.9318,Positive,0.9318
B08PFSZ7FH,0.9318,Positive,0.9318
B06XGWRKYT,0.9313,Positive,0.9313
B01MY839VW,0.9308,Positive,0.9308
B07JW1Y6XV,0.9297,Positive,0.9297
B07LGT55SJ,0.9297,Positive,0.9297
B07JW9H4J1,0.9297,Positive,0.9297
B07JH1CBGW,0.9297,Positive,0.9297
B07JGDB5M1,0.9297,Positive,0.9297
B07JH1C41D,0.9297,Positive,0.9297
B077T3BG5L,0.9294,Positive,0.9294
B08Y5QJTVK,0.9292,Positive,0.9292
B07JJFSG2B,0.9291,Positive,0.9291
B08T8KWNQ9,0.9288,Positive,0.9288
B0B82YGCF6,0.9287,Positive,0.9287
B07YQ5SN4H,0.9286,Positive,0.9286
B08J7VCT12,0.9282,Positive,0.9282
B0B94JPY2N,0.9274,Positive,0.9274
B08MVSGXMY,0.9269,Positive,0.9269
B08498D67S,0.9267,Positive,0.9267
B09TP5KBN7,0.9266,Positive,0.9266
B0B61HYR92,0.9264,Positive,0.9264
B09JSW16QD,0.9259,Positive,0.9259
B08G43CCLC,0.9257,Positive,0.9257
B0BM4KTNL1,0.9252,Positive,0.9252
B07989VV5K,0.9248,Positive,0.9248
B078KRFWQB,0.924,Positive,0.924
B08VFF6JQ8,0.923,Positive,0.923
B09LV1CMGH,0.9226,Positive,0.9226
B01EJ5MM5M,0.9218,Positive,0.9218
B09G5TSGXV,0.9216,Positive,0.9216
B075DB1F13,0.9213,Positive,0.9213
B014SZPBM4,0.921,Positive,0.921
B09P8M18QM,0.9209,Positive,0.9209
B01N4EV2TL,0.9209,Positive,0.9209
B08TGG316Z,0.9198,Positive,0.9198
B09X79PP8F,0.9196,Positive,0.9196
B0BDG6QDYD,0.9194,Positive,0.9194
B09B9SPC7F,0.9192,Positive,0.9192
B01GFTEV5Y,0.9191,Positive,0.9191
B097MKZHNV,0.9186,Positive,0.9186
B0B84QN4CN,0.9186,Positive,0.9186
B08VGFX2B6,0.9185,Positive,0.9185
B08Y5QJXSR,0.9175,Positive,0.9175
B09FHHTL8L,0.9169,Positive,0.9169
B09HK9JH4F,0.9156,Positive,0.9156
B09L835C3V,0.9156,Positive,0.9156
B09ZQK9X8G,0.8821,Positive,0.9155
B09YV575RK,0.9148,Positive,0.9148
B0994GFWBH,0.9137,Positive,0.9137
B0B4G2MWSB,0.9137,Positive,0.9137
B08J4PL1Z3,0.9133,Positive,0.9133
B084N133Y7,0.9133,Positive,0.9133
B084MZXJNK,0.9133,Positive,0.9133
B08RHPDNVV,0.9121,Positive,0.9121
B08CNLYKW5,0.912,Positive,0.912
B00AXHBBXU,0.912,Positive,0.912
B09H3BXWTK,0.9115,Positive,0.9115
B0141EZMAI,0.9103,Positive,0.9103
B08MWJTST6,0.9102,Positive,0.9102
B078HG2ZPS,0.9086,Positive,0.9086
B08G1RW2Q3,0.9078,Positive,0.9078
B09X76VL5L,0.9077,Positive,0.9077
B09ZVJXN5L,0.9072,Positive,0.9072
B07DZ986Q2,0.907,Positive,0.907
B089WB69Y1,0.9066,Positive,0.9066
B078G6ZF5Z,0.9066,Positive,0.9066
B07GNC2592,0.9066,Positive,0.9066
B09T37CKQ5,0.9063,Positive,0.9063
B09NL4DCXK,0.9063,Positive,0.9063
B082T6GVLJ,0.9059,Positive,0.9059
B00LHZWD0C,0.9054,Positive,0.9054
B00NH11KIK,0.9051,Positive,0.9051
B09NC2TY11,0.9041,Positive,0.9041
B01C8P29N0,0.9036,Positive,0.9036
B0B9RN5X8B,0.9033,Positive,0.9033
B07XCM6T4N,0.9029,Positive,0.9029
B08TZD7FQN,0.9023,Positive,0.9023
B09MT94QLL,0.9022,Positive,0.9022
B07K2HVKLL,0.902,Positive,0.902
B08Y57TPDM,0.9015,Positive,0.9015
B075TJHWVC,0.8992,Positive,0.8992
B093QCY6YJ,0.8989,Positive,0.8989
B096MSW6CT,0.8976000000000001,Positive,0.8976
B095PWLLY6,0.8963,Positive,0.8963
B09FKDH6FS,0.8953,Positive,0.8953
B0752LL57V,0.8953,Positive,0.8953
B083J64CBB,0.8937,Positive,0.8937
B08RZ12GKR,0.8928,Positive,0.8928
B07TXCY3YK,0.8926,Positive,0.8926
B09GFN8WZL,0.8925,Positive,0.8925
B07DFYJRQV,0.8908,Positive,0.8908
B06XSK3XL6,0.8908,Positive,0.8908
B07NTKGW45,0.8903,Positive,0.8903
B0BL3R4RGS,0.8899,Positive,0.8899
B09TY4MSH3,0.8896,Positive,0.8896
B0BGSV43WY,0.8876,Positive,0.8876
B09BN2NPBD,0.8875,Positive,0.8875
B08ZXZ362Z,0.8873,Positive,0.8873
B09JS94MBV,0.8858,Positive,0.8858
B09JS562TP,0.8858,Positive,0.8858
B097R3XH9R,0.8851,Positive,0.8851
B009DA69W6,0.8845,Positive,0.8845
B0BBVKRP7B,0.8843,Positive,0.8843
B099PR2GQJ,0.8834,Positive,0.8834
B0B4T6MR8N,0.882,Positive,0.882
B0B4HJNPV4,0.882,Positive,0.882
B0B4T8RSJ1,0.882,Positive,0.882
B0B4HKH19N,0.882,Positive,0.882
B085LPT5F4,0.8813,Positive,0.8813
B099S26HWG,0.8807,Positive,0.8807
B07F6GXNPB,0.875,Positive,0.875
B07N8RQ6W7,0.875,Positive,0.875
B08XMG618K,0.8735,Positive,0.8735
B09N6TTHT6,0.8734,Positive,0.8734
B0BJ6P3LSK,0.8722,Positive,0.8722
B0978V2CP6,0.8716,Positive,0.8716
B085CZ3SR1,0.8715,Positive,0.8715
B07GLSKXS1,0.8703,Positive,0.8703
B01M72LILF,0.8658,Positive,0.8658
B07GLNJC25,0.8656,Positive,0.8656
B07JB2Y4SR,0.8649,Positive,0.8649
B08MVXPTDG,0.8644,Positive,0.8644
B08VGDBF3B,0.8641,Positive,0.8641
B095JQVC7N,0.8631,Positive,0.8631
B095JPKPH3,0.8631,Positive,0.8631
B07JGCGNDG,0.8628,Positive,0.8628
B01N90RZ4M,0.8608,Positive,0.8608
B0BMFD94VD,0.8605,Positive,0.8605
B009P2L7CO,0.8591,Positive,0.8591
B098TV3L96,0.8572,Positive,0.8572
B08WRWPM22,0.8567,Positive,0.8567
B0B7FJNSZR,0.8555,Positive,0.8555
B088ZTJT2R,0.8533,Positive,0.8533
